target,drug,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,M1,M2,M3,M4,M5,M6,M7,M8,M9,dgidb
TOP2A,dexamethasone,1,0,0,1,0,1,0,1,0,1,1,0.00952825797159049,0,0,0,0,0,0.108628284178976,0.115927910375061,0,0
TOP2B,dexamethasone,1,0,0,1,0,1,0,1,1,0,0,0.0895780085922636,0,0,0,0,0,0.274115545124202,0.966471829842507,0,0
TP53,dexamethasone,1,0,0,1,0,1,0,1,1,0,1,0.0114756108048794,0,0,0.0459394006370794,0,0,0.512701926985408,0.798425069004709,0,0
TPH1,dexamethasone,1,0,0,1,0,1,0,1,1,1,1,0.00216665149073756,0,0,0,0,0,0.0206527137404547,0.315879201169021,0,0
TPK1,dexamethasone,1,0,0,1,0,1,1,0,0,0,0,0.00046932346055774,0,0,0,0,0,0.128805780008779,0.758727066082156,0,0
TPO,dexamethasone,1,0,0,1,0,1,1,0,0,0,1,0.00378928389359446,0,0,0,0,0,0.00116387910547643,0.717243058938139,0,0
TPSB2,dexamethasone,1,0,0,1,0,1,1,0,0,1,0,0.0284991436054822,0,0,0,0,0,0.388149538684259,0.378389348920279,0,0
TRAPPC3,dexamethasone,1,0,0,1,0,1,1,0,1,0,0,0.0260810840160689,0,0,0,0,0,0.0124221461665247,0.103750608865076,0,0
TRDMT1,dexamethasone,1,0,0,1,0,1,1,0,1,0,1,0.0246690657538692,0,0,0,0,0,0.138473226396895,0.748092222763436,0,0
TRIB2,dexamethasone,1,0,0,1,0,1,1,0,1,1,0,0.00647555870046887,0,0,0.0459394006370794,0,0,0.186828451369934,0.935297937976944,0,0
TRIB3,dexamethasone,1,0,0,1,0,1,1,0,1,1,1,0.120656782486794,0,0,0.0459394006370794,0,0,0.237432021495462,0.0401850949829518,0,0
TRIM13,dexamethasone,1,0,0,1,0,1,1,1,0,0,0,0.064011237843513,0,0,0.0459394006370794,0,0,0.0913896384651475,0.0188342263354441,0,0
TRIO,dexamethasone,1,0,0,1,0,1,1,1,0,0,1,0.0229361357349868,0,0,0.0459394006370794,0,0,0.0483697529040752,0.742734210099042,0,0
TRPM6,dexamethasone,1,0,0,1,0,1,1,1,0,1,0,0.0532768251865382,0,0,0,0,0,0.114503045418969,0.473291118688099,0,0
TRPV1,dexamethasone,1,0,0,1,0,1,1,1,1,0,0,0.117571232686114,0,0,0,0,0,0.112308694948303,0.21107322617308,0,0
TSHR,dexamethasone,1,0,0,1,0,1,1,1,1,0,1,0.00010691320274986,0,0,0,0,0,0.0243438075979094,0.854521837960708,0,0
TSPO,dexamethasone,1,0,0,1,0,1,1,1,1,1,0,0.0428897838536524,0,0,0,0,0,0.155128502909818,0.762867348595551,0,0
TTBK2,dexamethasone,1,0,0,1,0,1,1,1,1,1,1,0.00694261127718502,0,0,0.0459394006370794,0,0,0.151722180345702,0.755966877739893,0,0
TTK,dexamethasone,1,0,0,1,1,0,0,0,0,0,0,0.0722836999132863,0,0.0284677136572737,0.0459394006370794,0,0,0.0853181140219909,0.756941061860692,0,0
TUBA1A,dexamethasone,1,0,0,1,1,0,0,0,0,0,1,0.0033302201924945,0,0,0.0459394006370794,0,0,0.0292409375752275,0.478811495372625,0,0
TUBA1B,dexamethasone,1,0,0,1,1,0,0,0,0,1,0,0.00087250291117011,0,0,0.0459394006370794,0,0,0.249845420121516,0.56080532553986,0,0
TUBA4A,dexamethasone,1,0,0,1,1,0,0,0,0,1,1,0.00758298046219726,0,0,0.0459394006370794,0,0,0.0535441553552562,0.0682740704659847,0,0
TUBB,dexamethasone,1,0,0,1,1,0,0,0,1,0,0,0.00713645444932743,0,0,0.0459394006370794,0,0,0.289166768856903,0.654895275207014,0,0
TUBB1,dexamethasone,1,0,0,1,1,0,0,0,1,0,1,0.0734029003920987,0,0,0.0459394006370794,0,0,0.133123204781106,0.0809384640363695,0,0
TUBB3,dexamethasone,1,0,0,1,1,0,0,0,1,1,0,0.0555648452433817,0,0,0,0,0,0.326283986578945,0.406965416463712,0,0
TUBB6,dexamethasone,1,0,0,1,1,0,0,0,1,1,1,2.43949998400218e-05,0,0,0.0459394006370794,0,0,0.0978650916028505,0.0346647182984251,0,0
TXK,dexamethasone,1,0,0,1,1,0,0,1,0,0,0,0.0296789833645615,0,0,0.0459394006370794,0,0,0.00317675477233556,0.527358337392434,0,0
TXNRD1,dexamethasone,1,0,0,1,1,0,0,1,0,0,1,0.0008747305089709,0,0,0,0,0,0.076494229023542,0.885533365806137,0,0
TYK2,dexamethasone,1,0,0,1,1,0,0,1,0,1,0,9.15775846725334e-05,0,0,0,0,0,0.0358557458983153,0.313930832927423,0,0
TYMS,dexamethasone,1,0,0,1,1,0,0,1,0,1,1,0.215043632556362,0,0,0,0,0,0.328519060574638,0.125345023542783,0,3
TYR,dexamethasone,1,0,0,1,1,0,0,1,1,0,0,0.00597876207195536,0,0,0,0,0,0.0628816963946807,0.29720733885371,0,0
TYRO3,dexamethasone,1,0,0,1,1,0,0,1,1,0,1,0.047358130216326,0,0,0.0458369220247894,0,0,0.189712682582567,0.17770742003572,0,0
UCK2,dexamethasone,1,0,0,1,1,0,0,1,1,1,0,0.00577563778003022,0,0,0.0459394006370794,0,0,0.144054178778821,0.751014775125832,0,0
UGCG,dexamethasone,1,0,0,1,1,0,0,1,1,1,1,0.0219613559431995,0,0,0,0,0,0.0733889763436106,0.100584510472479,0,0
ULK1,dexamethasone,1,0,0,1,1,0,1,0,0,0,0,0.0246664350612271,0,0,0.0459394006370794,0,0,0.164124783295351,0.267007631108946,0,0
ULK2,dexamethasone,1,0,0,1,1,0,1,0,0,0,1,0.0431473172347641,0,0,0,0,0,0.0879949070573609,0.186962169183309,0,0
UPP1,dexamethasone,1,0,0,1,1,0,1,0,0,1,1,0.0517688074279887,0,0,0,0,0,0.254776681199074,0.281863938951128,0,0
UQCRC1,dexamethasone,1,0,0,1,1,0,1,0,1,0,1,0.00235197975095755,0,0,0.0459394006370794,0,0,0.153563395765417,0.841126806299724,0,0
UROD,dexamethasone,1,0,0,1,1,0,1,0,1,1,0,0.00480199797082329,0,0,0,0,0,0.141311090849901,0.175190777723656,0,0
VARS,dexamethasone,1,0,0,1,1,0,1,0,1,1,1,0.0663317575367986,0,0,0.0459394006370794,0,0,0.0558414576732062,0.943903231044001,0,0
VCAM1,dexamethasone,1,0,0,1,1,0,1,1,0,0,0,0.0700532923182916,0,0,0.0459394006370794,0,0,0.130660129997159,0.854197109920442,0,2
VDAC3,dexamethasone,1,0,0,1,1,0,1,1,0,0,1,0.00054322297952145,0,0,0,0,0,0.0961996852200192,0.910050332846241,0,0
VDR,dexamethasone,1,0,0,1,1,0,1,1,0,1,0,0.0698412361203493,0,0,0,0,0,0.0315146692595804,0.8336580613736,0,0
VKORC1,dexamethasone,1,0,0,1,1,0,1,1,0,1,1,0.0162426699367611,0,0,0,0,0,0.157981989126902,0.320344211722682,0,0
VRK1,dexamethasone,1,0,0,1,1,0,1,1,1,0,0,0.0187042861270183,0,0,0.0459394006370794,0,0,0.162930786778019,0.895762299074525,0,0
VRK2,dexamethasone,1,0,0,1,1,0,1,1,1,0,1,0.0463784837989409,0,0,0,0,0,0.0876489444142582,0.32229257996428,0,0
VRK3,dexamethasone,1,0,0,1,1,0,1,1,1,1,0,0.0015376308189888,0,0,0,0,0,0.0155359740860394,0.642880337717162,0,0
VTN,dexamethasone,1,0,0,1,1,0,1,1,1,1,1,0.0768596336733408,0,0,0.0404711468156247,0,0,0.302588136852353,0.132083130378308,0,0
WARS,dexamethasone,1,0,0,1,1,1,0,0,0,0,0,0.0155546312769456,0,0,0,0,0,0.211471279579322,0.0226497808085728,0,0
WAS,dexamethasone,1,0,0,1,1,1,0,0,0,0,1,0.00398698472772979,0,0,0,0,0,0.0351163913188945,0.199139470693294,0,0
WEE1,dexamethasone,1,0,0,1,1,1,0,0,0,1,0,0.0583782001188649,0,0,0,0,0,0.428463063411756,0.469637928235103,0,0
WNK1,dexamethasone,1,0,0,1,1,1,0,0,0,1,1,0.0837504295326832,0,0,0.0459394006370794,0,0,0.221534183924361,0.665692482545868,0,0
XDH,dexamethasone,1,0,0,1,1,1,0,0,1,0,1,0.032498246859312,0,0,0,0,0,0.131969529961709,0.853304107809709,0,0
XRCC4,dexamethasone,1,0,0,1,1,1,0,0,1,1,0,0.0307669725489106,0,0,0,0,0,0.154839303425651,0.0668939762948531,0,0
YARS,dexamethasone,1,0,0,1,1,1,0,0,1,1,1,0.0158077392607704,0,0,0,0,0,0.224141507532775,0.0986361422308816,0,0
YES1,dexamethasone,1,0,0,1,1,1,0,1,0,0,0,0.14495140123487,0,0,0,0,0,0.310214276041969,0.689154083455106,0,0
ZAP70,dexamethasone,1,0,0,1,1,1,0,1,0,1,0,0.250371578120924,0,0,0.0459394006370794,0,0,0.206560409682633,0.403799318071115,0,0
ZFY,dexamethasone,1,0,0,1,1,1,0,1,0,1,1,0.0335828085234854,0,0,0,0,0,0.0391857304023815,0.696135736320831,0,0
ACAD11,dexamethasone,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0.0145969235301941,0,0,0
ACCS,dexamethasone,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0.253187872375449,0,0,0
ACVR1C,dexamethasone,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.253539485821213,0,0,0
ACY3,dexamethasone,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0.0171889461511245,0,0,0
ADCK1,dexamethasone,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0.168009244779411,0,0,0
ADCK3,dexamethasone,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0.0856538744841792,0.00308491638252963,0,0
ADH4,dexamethasone,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0.0264771049920944,0,0,0
ADORA2A,dexamethasone,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0.0230632177653152,0,0,0
ADRBK1,dexamethasone,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0459394006370794,0,0,0.222892385622331,0.514856307842182,0,0
ADSSL1,dexamethasone,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0.0516966873242725,0,0,0
AMY1A,dexamethasone,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0.0129814143058857,0,0,0
AMY2A,dexamethasone,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.0431996051201716,0,0,0
BDKRB2,dexamethasone,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0.248739653852414,0,0,0
BGLAP,dexamethasone,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0.096383470065158,0,0,0
C1QC,dexamethasone,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0.116466832904292,0,0,0
CALM1,dexamethasone,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0.0309780321578587,0,0,0
CAMK2D,dexamethasone,0,0,0,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0.0216976849704269,0,0,0
CAMKK1,dexamethasone,0,0,0,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0.104994033062137,0,0,0
CCL3,dexamethasone,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0.177740203164192,0,0,0
CD274,dexamethasone,0,0,0,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0.0880600732119605,0,0,0
CDC42BPG,dexamethasone,0,0,0,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0.0624656239122804,0,0,0
CDK15,dexamethasone,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0.221385356559353,0,0,0
CHRFAM7A,dexamethasone,0,0,0,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0.272867981491935,0,0,0
CHRM1,dexamethasone,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0.0437690724962558,0,0,0
CHRNA7,dexamethasone,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0.0604574460700674,0,0,0
CLK1,dexamethasone,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0.0674391622915082,0,0,0
CTRB1,dexamethasone,0,0,1,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0.052830856467995,0,0,0
EEF2K,dexamethasone,0,0,1,0,1,1,0,1,0,1,1,0,0,0,0,0,0,0.0125093851550888,0,0,0
EPHA6,dexamethasone,0,0,1,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0.0174965457157425,0,0,0
EPHA8,dexamethasone,0,0,1,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0.0584471011531877,0,0,0
FCGR2C,dexamethasone,0,0,1,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0.18279849018379,0.457298262704985,0,0
FCGR3A,dexamethasone,0,0,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0.132490902409852,0,0,0
FOLH1,dexamethasone,0,0,1,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0.0888524917166655,0,0,0
GBA,dexamethasone,0,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0.0213207686196209,0,0,0
GCSH,dexamethasone,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0.0484138638838908,0,0,0
GNRHR2,dexamethasone,0,0,1,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0.104213203209344,0,0,0
GPR119,dexamethasone,0,0,1,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0.103607528919908,0,0,1
GRIN3A,dexamethasone,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0.178401560416629,0,0,0
GRIN3B,dexamethasone,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.295357226964184,0,0,0
GRK3,dexamethasone,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0689781910359956,0,0,0
GRK7,dexamethasone,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0.0326829890066751,0,0,0
HBA1,dexamethasone,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0.0524870350612168,0,0,0
HDAC8,dexamethasone,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0230866382401337,0,0,0
HSP90AB2P,dexamethasone,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0.806903739387457,0,0,0
IRAK2,dexamethasone,0,1,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0.617437458936126,0,0,0
KCNH7,dexamethasone,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0.513836061706639,0,0,0
KCNJ11,dexamethasone,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0.0779497379870233,0,0,0
KCNQ5,dexamethasone,0,1,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0.233465069099273,0,0,0
LDHB,dexamethasone,0,1,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0.0665819683177507,0.750852411105699,0,0
LGALS7,dexamethasone,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0.11884683728467,0,0,0
MAP3K14,dexamethasone,0,1,0,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0.233361435438384,0,0,0
MAPK12,dexamethasone,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0.696818707308611,0,0,0
MAPK15,dexamethasone,0,1,0,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0.613607493273548,0,0,0
MASTL,dexamethasone,0,1,0,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0.0961670204192413,0,0,0
MT-CO2,dexamethasone,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0.0235131007443894,0,0,0
MT-CYB,dexamethasone,0,1,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0.00368386720546809,0,0,0
MTFMT,dexamethasone,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0.0846440400587857,0,0,0
MT-ND1,dexamethasone,0,1,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0.128568093965255,0,0,0
MT-ND5,dexamethasone,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.341324876926482,0,0,0
MUC2,dexamethasone,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0.332402822793342,0.688017535314174,0,0
MYLK2,dexamethasone,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0.268552323383787,0,0,0
MYO3B,dexamethasone,0,1,1,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0.0306787138093719,0,0,0
NEK6,dexamethasone,0,1,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0.00565674046011466,0,0,0
NME2,dexamethasone,0,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0.454562277197877,0,0,0
NMNAT3,dexamethasone,0,1,1,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0.101854730699674,0,0,0
NPR3,dexamethasone,0,1,1,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0.22067558764255,0.856551388212372,0,0
NUAK2,dexamethasone,0,1,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0.12875300796089,0,0,0
NUMBL,dexamethasone,0,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0.114599802356817,0,0,0
P2RY12,dexamethasone,0,1,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0.0778192002655211,0,0,0
PAK5,dexamethasone,0,1,1,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0.0748058019330817,0,0,0
PDE7A,dexamethasone,0,1,1,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0.0691087356491292,0,0,0
PDF,dexamethasone,0,1,1,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0.162199308012496,0,0,0
PGLYRP3,dexamethasone,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0.02764221396482,0,0,0
PHOSPHO1,dexamethasone,0,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0.0712040160591233,0,0,0
PMS2,dexamethasone,0,1,1,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0.0192874957709872,0,0,0
PNCK,dexamethasone,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.150371113664114,0,0,0
PPP3R2,dexamethasone,0,1,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0.188731998989054,0,0,0
PRDX5,dexamethasone,0,1,1,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0.0139482198073675,0,0,0
PSENEN,dexamethasone,0,1,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0.185599230021426,0,0,0
PYCR2,dexamethasone,0,1,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0.3828489721005,0,0,0
Q6ZSR9,dexamethasone,0,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0.00771426279373162,0,0,0
RIOK1,dexamethasone,0,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0.0112560844244555,0,0,0
RIPK3,dexamethasone,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0.0467881872607134,0,0,0
SGK3,dexamethasone,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0.0756200003351076,0,0,0
SRMS,dexamethasone,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.0629095113267971,0,0,0
STK35,dexamethasone,1,0,0,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0.0834225886504249,0,0,0
STRADB,dexamethasone,1,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0.267118616095149,0,0,0
SYTL4,dexamethasone,1,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0.219448860775579,0,0,0
TAAR1,dexamethasone,1,0,0,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0.0336022625230315,0,0,0
TAS1R2,dexamethasone,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0.207587640381192,0,0,0
TLR9,dexamethasone,1,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0.0677684276301771,0,0,0
TNFSF13B,dexamethasone,1,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0.0390425221211056,0,0,0
TOP1MT,dexamethasone,1,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0.366867520068213,0,0,0
TP53RK,dexamethasone,1,0,0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0.0681790116597541,0,0,0
TPTEP1,dexamethasone,1,0,0,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0.0255555656739576,0,0,0
TRPM7,dexamethasone,1,0,0,1,0,1,1,1,0,1,1,0,0,0,0,0,0,0.0881440082559246,0,0,0
ULK3,dexamethasone,1,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0.140645768035843,0,0,0
UPP2,dexamethasone,1,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0.430570217183053,0,0,0
WNK4,dexamethasone,1,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0.035693990532336,0,0,0
ZAK,dexamethasone,1,0,0,1,1,1,0,1,0,0,1,0,0,0,0.0459394006370794,0,0,0.0572839861587095,0.780321480759864,0,0
A2M,fluorometholone,0,0,0,0,0,0,0,0,0,0,1,0.0205626864476896,0,0,0.0343098858629747,0,0,0.216033231253232,0.259571706683971,0.00110266657142596,0
AAK1,fluorometholone,0,0,0,0,0,0,0,0,0,1,0,0.0525679515057965,0,0,0,0,0,0.0523995638692208,0.310756002595717,0.0013360757569274,0
AASS,fluorometholone,0,0,0,0,0,0,0,0,0,1,1,0.00531238157918282,0,0,0,0,0,0.250032943290625,0.928617780661908,0.00807514291109449,0
ABAT,fluorometholone,0,0,0,0,0,0,0,0,1,0,0,0.00510809835173771,0,0,0,0,0,0.134296968003245,0.490509409474367,0.00193847626902689,0
ABCB1,fluorometholone,0,0,0,0,0,0,0,0,1,0,1,0.0375162129656388,0,0,0,0,0,0.0372587132549833,0.0979883192731992,9.741293449547e-05,0
ABCB11,fluorometholone,0,0,0,0,0,0,0,0,1,1,0,0.00941832332817708,0,0,0,0,0,0.0254017037069115,0.0845230369889682,1.31888213131657e-05,0
ABCC1,fluorometholone,0,0,0,0,0,0,0,0,1,1,1,0.0116137377403441,0,0,0,0,0,0.107041500985754,0.26159961064244,0.000833198815114372,0
ABCC2,fluorometholone,0,0,0,0,0,0,0,1,0,0,0,0.00414487035782859,0,0,0,0,0,0.016210336303655,0.382543802725503,5.85127829045551e-05,0
ABCC8,fluorometholone,0,0,0,0,0,0,0,1,0,0,1,0.0330156790814295,0,0,0,0,0,0.0455509249893534,0.108452303698897,7.09399920762369e-07,0
ABCG2,fluorometholone,0,0,0,0,0,0,0,1,0,1,0,0.0918426423410694,0,0,0,0,0,0.0100473248898088,0.143737832576249,7.3892370012165e-05,0
ABL1,fluorometholone,0,0,0,0,0,0,0,1,0,1,1,0.0009002871098571,0,0,0.0343098858629747,0,0,0.0105339201078642,0.43429591174562,0.000572809705121302,0
ABL2,fluorometholone,0,0,0,0,0,0,0,1,1,0,0,0.0553398451407386,0,0,0,0,0,0.0416414838961613,0.0231181051265412,0.00136809367185799,0
ABO,fluorometholone,0,0,0,0,0,0,0,1,1,0,1,0.0387101995965996,0,0,0,0,0,0.0533104070087904,0.414097988319273,0.00202517254910731,0
ACACA,fluorometholone,0,0,0,0,0,0,0,1,1,1,0,0.0613492196301163,0,0,0,0,0,0.0929531139076766,0.93875730045425,0.000133628761933474,0
ACACB,fluorometholone,0,0,0,0,0,0,0,1,1,1,1,0.0382863420989173,0,0,0,0,0,0.0455908667879501,0.0722744970798183,1.19987154476826e-05,0
ACAD10,fluorometholone,0,0,0,0,0,0,1,0,0,0,0,0.0246615441227625,0,0,0,0,0,0.0787433087142455,0.821787800129786,0.0011418109041909,0
ACAD8,fluorometholone,0,0,0,0,0,0,1,0,0,1,0,0.032649827657444,0,0,0,0,0,0.0347727869099808,0.372972096041531,0.00110865321172416,0
ACADM,fluorometholone,0,0,0,0,0,0,1,0,0,1,1,0.0292464923012302,0,0,0,0,0,0.139268975661426,0.599367293964958,0.00665201978076736,0
ACADS,fluorometholone,0,0,0,0,0,0,1,0,1,0,0,0.0533725934296439,0,0,0,0,0,0.0383998739510412,0.389763140817651,0.0050398687042599,0
ACE,fluorometholone,0,0,0,0,0,0,1,0,1,1,0,0.00079574254476244,0,0,0.0343098858629747,0,0,0.118515274510482,0.695652173913043,0.00415411938752537,0
ACE2,fluorometholone,0,0,0,0,0,0,1,0,1,1,1,0.0127665279054002,0,0,0,0,0,0.232410386935904,0.721203763789747,0.00307151491903616,0
ACHE,fluorometholone,0,0,0,0,0,0,1,1,0,0,0,0.0124000926837154,0,0,0,0,0,0.165937588156958,0.490428293316029,0.00356123067260489,0
ACOX3,fluorometholone,0,0,0,0,0,0,1,1,0,0,1,0.00257493567645294,0,0,0,0,0,0.0149291931739289,0.0395035691109669,0.000132005843502719,0
ACPP,fluorometholone,0,0,0,0,0,0,1,1,0,1,0,0.0151871591420208,0,0,0,0,0,0.053312870488482,0.768818948734588,5.88017752587472e-06,0
ACSL4,fluorometholone,0,0,0,0,0,0,1,1,0,1,1,0.0257864536342732,0,0,0,0,0,0.104754494792469,0.615671641791045,0.000981987918976497,0
ACTA1,fluorometholone,0,0,0,0,0,0,1,1,1,0,0,0.0221012675699112,0,0,0.0343098858629747,0,0,0.347667087868493,0.791937053861129,0.0107544621477809,0
ACTR3,fluorometholone,0,0,0,0,0,0,1,1,1,0,1,0.197770228702099,0,0,0.0343098858629747,0,0,0.0504313728110589,0.531797534068786,0.00609237578934761,0
ACVR1,fluorometholone,0,0,0,0,0,0,1,1,1,1,0,0.00557904360741365,0,0,0,0,0,0.00271754014200275,0.417748215444517,0.000812635780657651,0
ACVR1B,fluorometholone,0,0,0,0,0,0,1,1,1,1,1,0.0223986171416144,0,0,0,0,0,0.188722015709987,0.65209279688514,0.00392189512189423,0
ACVR2A,fluorometholone,0,0,0,0,0,1,0,0,0,0,1,0.0228344725357275,0,0,0.0233199334650067,0,0,0.0386551168420948,0.629380272550292,0.00251099077435082,0
ACVR2B,fluorometholone,0,0,0,0,0,1,0,0,0,1,0,0.00587964307747624,0,0,0.0343098858629747,0,0,0.133602315789265,0.692894224529526,0.0119286487938021,0
ACVRL1,fluorometholone,0,0,0,0,0,1,0,0,0,1,1,0.0173117079174841,0,0,0,0,0,0.100473760126233,0.290071382219338,0.0029261381729192,0
ADA,fluorometholone,0,0,0,0,0,1,0,0,1,0,1,0.0158049543152513,0,0,0,0,0,0.177060293053742,0.514682024659312,7.24585706193395e-06,0
ADAM10,fluorometholone,0,0,0,0,0,1,0,0,1,1,0,0.314540032376599,0,0,0.0343098858629747,0,0,0.0606406147530042,0.00405580791693705,7.04578199135397e-06,0
ADAM9,fluorometholone,0,0,0,0,0,1,0,0,1,1,1,0.356069861600388,0,0,0,0,0,0.0233143844103897,0.0354477611940298,0.00143857662563952,0
ADCK2,fluorometholone,0,0,0,0,0,1,0,1,0,0,1,0.0460786383167352,0,0,0,0,0,0.280157053540441,0.943380921479559,0.0592983093533172,0
ADCY1,fluorometholone,0,0,0,0,0,1,0,1,0,1,1,0.00415953351836562,0,0,0.0343098858629747,0,0,0.187931732380966,0.931375730045425,0.00079445672605592,0
ADCYAP1,fluorometholone,0,0,0,0,0,1,0,1,1,0,0,0.0133592901686952,0,0,0,0,0,0.13352395914849,0.281797534068786,0.00239413370655839,0
ADH1A,fluorometholone,0,0,0,0,0,1,0,1,1,0,1,0.0128412173595456,0,0,0,0,0,0.0584620353454986,0.18875730045425,7.56300801899292e-05,0
